"Fruits: Retail Prices of Agricultural Commodities by Geolocation, Commodity, Year and Period"

"Geolocation","Commodity","2020 January","2020 February","2020 March","2020 April","2020 May","2020 June","2020 July","2020 August","2020 September","2020 October","2020 November","2020 December","2021 January","2021 February","2021 March","2021 April","2021 May","2021 June","2021 July","2021 August","2021 September","2021 October","2021 November","2021 December","2022 January","2022 February","2022 March","2022 April","2022 May","2022 June","2022 July","2022 August","2022 September","2022 October","2022 November","2022 December","2023 January","2023 February","2023 March","2023 April","2023 May","2023 June","2023 July","2023 August","2023 September","2023 October","2023 November","2023 December","2024 January","2024 February","2024 March","2024 April","2024 May","2024 June","2024 July","2024 August","2024 September","2024 October","2024 November","2024 December"
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",261.55,261.55,261.55,320.99,320.99,320.99,320.99,320.99,320.99,320.99,320.99,297.21,297.21,297.21,332.88,344.77,380.44,368.55,340.83,340.83,340.83,340.83,346.25,346.25,355.00,347.50,347.50,347.08,347.92,346.67,354.17,351.67,350.42,342.08,338.33,335.83,335.83,341.67,335.83,338.33,345.42,341.67,341.67,341.67,336.67,339.17,339.17,339.17,329.58,320.00,312.50,320.42,310.00,309.17,312.50,304.17,304.17,307.92,311.67,320.00
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",66.41,65.74,66.41,74.48,75.15,75.15,75.15,75.15,75.81,76.48,77.80,74.84,76.35,76.35,78.52,77.73,83.69,82.21,78.75,78.75,77.50,77.50,78.75,77.50,77.50,78.50,80.50,85.50,89.34,80.50,78.34,80.34,82.34,88.92,84.50,81.17,83.50,81.12,81.12,82.55,85.05,81.06,79.63,81.36,81.36,82.79,83.36,89.07,88.36,87.65,89.61,88.18,87.68,95.32,92.82,90.69,91.38,91.44,97.75,100.25
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, LANZONES, 1 KG",146.79,148.16,138.45,136.85,137.08,149.53,149.53,141.31,148.16,135.16,128.99,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,126.25,122.50,121.25,121.25,121.25,121.88,128.57,128.57,131.00,132.25,129.13,123.00,122.63,122.63,120.75,120.75,120.75,120.75,120.75,112.07,115.50,122.69,116.75,116.75,114.67,101.34,103.79,104.79,102.07,107.50,107.21,115.63,113.75,113.75,121.09,123.34,104.09,94.65,73.63,70.61,74.98
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, RAMBUTAN, 1 KG",46.25,51.25,56.57,55.63,64.38,64.38,69.38,60.63,47.19,40.94,40.00,42.50,42.50,42.50,42.50,42.50,42.50,42.50,44.38,61.25,73.75,73.75,76.25,80.63,76.25,77.82,77.82,76.57,77.19,76.88,79.38,74.38,77.50,82.50,84.38,83.75,85.00,81.88,80.00,80.00,80.00,80.00,80.63,83.13,77.61,66.88,69.79,69.79,67.09,64.38,65.63,65.63,65.63,80.84,79.90,75.32,47.09,37.71,42.09,42.09
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, POMELO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",52.57,52.57,53.27,53.27,53.27,53.27,53.27,56.77,56.77,56.77,56.77,56.77,65.41,65.41,65.41,67.75,70.67,71.25,71.25,71.25,71.25,71.25,72.50,72.50,76.25,76.25,76.25,71.25,67.50,66.25,84.00,84.00,84.00,84.00,84.00,86.50,89.00,89.00,89.00,82.50,82.50,80.00,83.75,90.00,90.00,83.75,77.50,77.50,77.50,77.50,77.50,82.50,82.50,87.50,87.50,87.50,82.92,81.04,79.17,79.17
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XII (SOCCSKSARGEN)","CALAMANSI, LOOSE, 1 KG",42.11,37.65,38.20,60.09,64.17,54.50,50.24,45.36,42.62,39.42,41.79,45.73,47.15,50.71,50.54,45.58,52.21,51.39,44.57,43.90,45.64,49.39,50.66,48.35,48.62,55.19,55.74,64.82,62.40,59.01,53.11,57.79,64.12,61.93,59.88,62.37,59.51,56.12,53.33,63.48,64.31,62.09,57.54,51.61,48.82,46.01,53.21,51.59,52.55,51.31,49.22,56.98,57.61,57.49,55.37,56.46,50.79,48.72,47.98,48.20
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",54.40,55.22,55.34,54.78,57.22,57.22,57.22,56.60,56.60,57.22,57.22,57.22,58.92,65.81,66.23,66.09,65.95,65.50,65.75,66.83,79.83,84.13,84.63,87.83,111.00,118.33,119.33,119.33,112.00,111.67,110.67,111.67,111.67,113.00,112.95,113.00,135.50,139.67,148.17,150.17,153.50,153.50,153.50,153.50,154.33,156.00,156.76,156.09,149.09,149.09,148.18,148.18,148.18,146.36,146.36,148.94,144.60,139.36,140.73,140.73
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",47.85,52.91,56.08,50.59,49.34,49.72,52.53,53.46,57.20,57.20,53.46,55.33,65.80,63.18,60.57,45.81,43.37,43.94,43.94,43.94,49.60,46.27,44.77,49.03,54.52,46.96,43.25,39.46,43.36,42.65,46.11,50.21,47.54,50.15,54.86,56.11,52.32,53.46,46.48,43.42,41.89,44.12,47.46,48.40,50.42,50.46,51.38,52.73,50.19,49.50,45.96,47.73,43.59,44.84,47.78,52.07,51.46,49.23,48.48,48.57
"..REGION XII (SOCCSKSARGEN)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",26.25,26.25,26.25,24.17,26.25,26.25,29.38,29.38,26.88,27.50,26.25,26.88,28.13,30.00,30.63,28.13,26.25,22.25,24.75,25.00,27.50,27.50,29.38,29.38,30.63,29.38,29.38,28.75,28.13,30.63,31.88,33.13,33.75,33.75,33.75,31.88,33.13,33.13,32.50,32.50,31.88,32.50,33.75,33.75,31.88,36.25,36.88,36.88,36.88,33.75,33.13,36.25,35.00,36.25,38.75,42.50,42.50,42.50,42.50,45.00
"..REGION XIII (Caraga)","FRESH FRUIT, AVOCADO, 1 KG",71.88,69.87,71.00,74.26,73.85,77.43,74.36,76.96,79.73,79.22,78.65,79.22,83.79,85.65,89.01,86.29,81.28,80.88,84.90,77.15,82.43,84.37,86.50,88.99,89.00,89.28,92.27,98.12,94.45,94.66,92.99,89.93,107.48,112.51,115.16,118.04,129.36,123.59,124.18,121.75,113.41,106.17,99.59,102.02,113.34,114.52,117.76,135.76,136.19,135.98,135.19,133.31,127.76,123.57,110.87,113.26,122.00,129.50,128.87,138.27
"..REGION XIII (Caraga)","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",47.51,49.20,50.84,53.64,56.37,56.17,58.90,57.50,57.47,56.36,56.45,55.98,55.15,53.11,53.27,51.37,49.37,49.54,49.07,46.62,43.02,43.18,43.86,43.39,44.48,45.05,45.16,44.74,46.46,46.46,44.17,44.80,45.63,45.05,45.21,45.99,51.77,56.25,55.78,57.71,58.18,58.33,57.08,56.72,55.89,57.97,59.95,63.91,69.69,71.46,71.56,71.05,73.58,69.48,68.02,70.32,72.42,72.55,72.08,72.82
"..REGION XIII (Caraga)","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",34.78,34.13,33.83,36.09,36.36,35.72,35.74,36.07,35.95,36.79,36.37,35.76,36.09,37.12,36.29,36.62,34.99,35.00,34.81,33.30,32.63,32.37,33.52,34.55,35.43,34.25,34.58,34.40,34.86,34.99,34.50,33.74,33.96,33.48,33.76,33.34,33.62,34.28,34.25,35.00,36.46,35.42,35.80,36.36,36.09,35.60,35.77,36.47,36.57,36.09,37.77,37.79,38.09,37.79,37.28,37.50,37.40,37.52,37.94,38.01
"..REGION XIII (Caraga)","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",97.51,103.60,99.94,105.62,99.94,99.94,91.41,95.07,110.91,109.69,99.94,96.28,151.13,108.47,97.50,118.22,101.16,90.19,97.50,97.50,97.50,98.75,98.75,103.75,102.50,110.00,105.00,105.00,95.00,95.00,102.50,105.00,111.25,108.75,113.75,113.75,113.75,111.25,113.75,112.50,105.00,107.50,104.38,108.75,122.50,125.00,117.50,113.75,112.50,115.00,116.25,115.00,116.25,113.75,106.25,102.50,112.50,121.88,113.75,120.00
"..REGION XIII (Caraga)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",110.32,113.91,121.91,131.40,126.28,119.44,108.12,109.63,128.86,132.00,123.16,118.37,166.19,137.84,126.78,135.85,116.52,109.37,106.92,109.92,111.58,107.94,108.95,124.03,132.42,131.33,139.11,136.06,136.40,144.26,152.71,159.74,156.38,160.79,163.23,147.17,144.98,139.11,134.02,132.55,125.95,123.03,116.28,119.40,137.83,151.68,135.52,129.02,149.52,140.27,137.27,138.27,131.10,117.60,114.72,134.32,189.67,204.96,148.08,150.83
"..REGION XIII (Caraga)","FRESH FRUIT, MANGO, NATIVE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, MANGO, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, MANGO, PIKO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, MANGO, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, PAPAYA, MEDIUM, 1 KG",44.44,44.87,41.64,46.23,46.95,47.48,43.80,45.14,44.89,44.22,43.67,43.46,44.30,43.38,42.31,43.14,42.93,42.51,43.61,43.40,42.99,42.92,42.92,42.29,44.52,41.88,42.92,43.75,42.75,42.50,44.88,42.67,45.83,45.42,44.52,44.93,45.90,47.71,46.04,46.53,46.53,45.83,43.54,43.89,43.54,43.68,45.49,46.67,48.13,45.14,46.46,48.06,49.79,49.10,49.72,51.25,53.35,55.83,54.70,53.06
"..REGION XIII (Caraga)","FRESH FRUIT, PAPAYA, NATIVE, MEDIUM, 1 KG",35.61,35.06,35.06,38.58,40.07,40.63,40.07,40.07,40.07,38.96,35.62,31.17,34.51,33.40,32.29,33.40,35.63,36.74,35.63,35.63,34.38,35.00,35.63,37.50,38.13,38.75,41.88,40.63,40.63,39.38,36.25,39.38,39.38,38.75,38.75,40.00,42.50,41.25,40.63,41.25,40.63,40.63,40.00,41.25,43.75,45.00,45.00,45.00,47.50,45.63,46.25,45.63,45.63,38.75,40.63,40.63,41.88,43.13,44.38,43.13
"..REGION XIII (Caraga)","FRESH FRUIT, PAPAYA, NATIVE, RIPE, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, PAPAYA, SOLO, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, PAPAYA, TAGALOG, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, PINEAPPLE, PINYA, FORMOSA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, PINEAPPLE, PINYA, HAWAIIAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, PINEAPPLE, PINYA, MEDIUM, 1 KG",41.22,43.25,42.47,45.59,44.50,45.13,43.57,43.57,43.88,43.10,43.88,44.19,46.53,45.13,45.28,44.35,44.50,44.50,43.88,45.11,44.80,45.42,44.90,46.10,45.94,45.99,45.84,45.05,46.72,48.02,48.34,47.50,47.19,48.39,49.64,49.33,50.63,52.29,50.89,51.36,52.08,53.49,50.84,52.14,52.71,51.30,51.57,52.09,52.87,54.07,53.23,55.52,55.84,53.23,52.14,53.55,53.70,54.27,54.17,55.54
"..REGION XIII (Caraga)","FRESH FRUIT, GRAPES, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, GRAPES, SEEDLESS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, GRAPES, WITH SEEDS, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, GUYABANO, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, JACKFRUIT, LANGKA, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, LANZONES, 1 KG",119.50,130.35,109.62,96.11,96.78,96.78,96.78,96.78,111.60,106.66,80.00,80.00,97.78,97.78,97.78,80.00,80.00,80.00,80.00,80.00,83.34,83.75,79.00,91.67,86.09,76.25,78.75,78.75,89.50,101.75,91.04,108.34,108.34,110.00,107.50,112.50,110.00,135.00,120.84,114.79,148.34,169.17,173.34,202.50,170.00,99.38,62.19,71.63,77.34,75.04,71.25,77.09,74.75,74.75,82.75,95.42,91.75,47.50,47.17,71.00
"..REGION XIII (Caraga)","FRESH FRUIT, RAMBUTAN, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, POMELO, MEDIUM, 1 KG",70.66,71.31,73.34,79.29,77.18,76.67,77.11,81.04,86.60,82.77,83.70,83.70,83.70,81.83,78.10,83.27,82.17,86.79,87.13,89.94,92.81,92.69,93.00,92.35,93.40,94.75,94.44,94.23,88.47,90.34,94.66,94.83,96.35,97.69,97.21,102.15,104.36,103.84,100.42,98.24,100.12,99.62,95.21,98.90,96.71,99.11,99.94,99.42,102.48,100.42,101.98,101.11,103.71,108.96,113.96,114.88,121.56,114.79,105.73,104.69
"..REGION XIII (Caraga)","FRESH FRUIT, ORANGE, DALANDAN, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, ORANGE, SINTONES, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, MANDARIN, DALANGHITA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","CALAMANSI, LOOSE, 1 KG",63.25,60.86,67.41,95.49,90.85,79.39,73.68,70.82,62.49,54.42,57.33,62.32,59.43,69.70,86.48,69.56,75.31,78.38,65.28,66.70,67.51,69.73,73.34,74.12,75.12,79.70,84.06,89.81,91.62,88.80,89.29,92.76,97.10,85.53,89.53,89.33,89.27,84.22,81.78,95.27,110.14,105.37,83.57,79.72,76.57,74.35,77.38,75.70,73.75,83.50,82.35,100.50,115.17,105.05,80.43,76.91,78.88,72.88,70.17,73.88
"..REGION XIII (Caraga)","FRESH FRUIT, APPLE, RED DELICIOUS, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, CANTALOUPE, MELON, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..REGION XIII (Caraga)","FRESH FRUIT, WATERMELON, PAKWAN, MEDIUM, 1 KG",26.19,28.01,28.37,29.10,29.83,29.83,28.01,29.10,28.37,29.10,29.10,29.10,30.55,29.82,29.46,28.73,28.36,28.00,28.00,25.00,24.17,24.17,25.83,27.50,30.00,31.67,30.83,31.67,27.50,28.33,35.00,31.67,32.17,32.17,31.33,31.33,40.83,41.67,35.00,40.83,40.00,28.83,29.67,31.67,34.17,35.83,35.83,37.50,37.50,38.33,37.50,30.00,22.50,26.67,29.67,30.83,28.33,34.17,40.83,38.33
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, AVOCADO, 1 KG",52.16,52.01,52.00,56.64,62.67,67.40,67.27,67.86,66.08,66.27,66.10,67.60,66.60,67.13,68.49,67.91,66.42,66.89,67.50,67.50,67.22,67.22,67.58,65.39,63.89,64.18,65.40,68.11,68.75,68.88,66.56,65.40,58.02,57.68,60.44,63.61,67.81,66.85,63.39,63.08,61.32,59.10,59.71,60.75,60.57,60.75,61.93,62.60,62.42,64.04,63.03,71.21,67.33,66.10,65.28,64.13,63.38,64.04,63.60,63.43
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, BANANA, CARDAVA, MEDIUM, 1 KG",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, BANANA, LAKATAN, MEDIUM, 1 KG",48.17,49.24,49.11,54.93,57.17,56.97,54.29,54.90,54.90,55.02,54.65,56.90,56.97,56.78,57.99,57.86,59.52,58.39,56.43,55.97,55.53,55.95,56.10,55.22,55.66,55.61,55.62,55.33,54.75,54.54,51.55,52.42,54.34,55.00,51.88,52.42,51.03,51.03,51.19,52.41,53.21,51.64,51.57,50.23,50.02,50.00,51.39,51.52,49.95,50.64,50.96,55.60,55.58,54.82,54.65,54.61,52.49,51.64,54.56,54.60
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, BANANA, LATUNDAN, MEDIUM, 1 KG",28.05,28.27,31.87,33.85,37.12,37.52,37.83,37.28,36.88,36.88,37.03,39.65,41.22,43.62,44.00,44.20,44.00,43.80,42.27,42.27,42.27,42.27,42.27,42.27,41.43,41.27,41.88,42.09,42.42,42.42,41.67,39.25,39.42,39.42,39.42,39.42,39.59,39.59,39.59,38.16,38.49,41.19,39.77,38.34,38.25,41.66,40.36,40.77,39.52,36.97,36.96,39.04,37.32,38.32,38.10,36.66,35.77,33.19,34.11,34.11
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, BANANA, SABA, MEDIUM, 1 KG",26.61,26.52,29.57,26.23,32.32,32.32,28.05,28.05,34.51,37.83,37.55,37.07,37.62,38.40,38.40,38.32,38.32,38.12,38.40,38.40,38.20,38.77,39.68,36.59,36.59,36.59,36.59,35.25,35.52,34.72,34.72,35.38,35.66,35.55,31.67,31.67,31.88,32.38,33.87,32.38,32.38,32.25,30.38,30.25,29.75,28.88,30.63,29.63,29.00,29.13,29.44,31.00,31.25,31.00,32.13,32.75,32.75,32.50,32.00,32.00
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, GUAVA, BAYABAS, 1 KG",36.38,36.51,35.95,36.51,35.95,36.51,37.62,37.62,37.62,37.62,39.01,40.40,40.40,40.40,40.40,41.79,41.79,40.40,38.17,37.50,36.67,36.67,36.67,36.67,34.25,33.75,33.94,34.13,35.63,35.63,41.88,42.50,42.75,42.75,42.75,45.25,47.50,47.50,40.88,40.88,41.13,37.75,35.88,35.38,35.00,36.38,35.25,35.25,34.88,33.88,31.93,34.44,33.75,33.75,34.13,35.25,36.38,34.31,34.25,33.38
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, MANGO, CEBU, RIPE, MEDIUM, 1 KG",117.54,109.33,111.10,123.72,115.52,104.16,92.16,95.95,107.82,107.95,117.04,116.15,156.05,170.44,155.93,145.83,113.63,110.85,114.58,116.67,110.83,111.00,108.50,113.00,116.33,114.67,124.38,124.00,124.25,123.63,127.25,132.88,131.13,138.75,135.00,128.75,131.00,130.00,133.75,136.88,128.13,121.88,126.25,126.88,131.25,133.75,132.25,134.38,134.38,130.63,133.13,131.25,127.50,128.13,129.25,124.13,127.88,169.38,156.25,150.00
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, MANGO, INDIAN, MEDIUM, 1 KG",50.40,48.12,49.26,59.94,62.69,57.62,59.51,60.78,61.16,61.16,63.56,65.72,65.27,69.57,69.57,73.46,75.80,73.43,65.33,67.00,65.83,65.96,64.00,64.67,65.25,65.38,70.13,72.13,72.13,72.13,72.25,71.88,71.88,73.75,77.63,79.88,89.63,83.75,85.75,87.00,79.75,75.63,76.88,76.88,77.63,79.13,79.13,79.25,78.25,77.75,78.63,82.13,78.13,73.88,69.75,69.00,70.75,74.63,75.63,76.88
"..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","FRESH FRUIT, MANGO, KALABAW, RIPE, MEDIUM, 1 KG",119.49,119.49,138.16,139.40,143.13,145.62,140.64,138.15,135.66,135.66,135.66,146.86,154.33,169.26,169.26,170.50,169.26,168.02,164.29,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,152.86,152.86,152.86,152.86,152.86,152.86,152.86,152.86,150.00,152.86,152.86,152.86,161.43,170.00,164.29,158.57,152.86,152.86,181.43,172.86,172.86,172.86,161.43,161.43,161.43,161.43,160.00,154.29,156.43,158.57,155.71,154.29,152.86
